Ecuador | 287
Samoa | 43
North Macedonia | 26
Mongolia | 263
Bosnia and Herzegovina | 47
Ethiopia | 556
Saudi Arabia | 367
Macao | 14
Mauritius | 24
Belize | 258
United Kingdom | 1397
Sweden | 579
Honduras | 312
Falkland Islands (Malvinas) | 37
Kenya | 453
Ukraine | 398
Trinidad and Tobago | 23
China | 2779
Fiji | 300
Palestine, State of | 31
Kiribati | 252
Serbia | 43
Peru | 507
Libya | 221
New Caledonia | 151
Jersey | 4
Wallis and Futuna | 17
Isle of Man | 12
Greece | 488
Austria | 91
Botswana | 174
Dominica | 27
Timor-Leste | 101
Israel | 163
Zimbabwe | 148
Qatar | 39
French Guiana | 83
Poland | 220
Canada | 5489
Afghanistan | 372
Montserrat | 17
Burundi | 39
Sudan | 264
Guyana | 288
South Sudan | 58
Sint Maarten (Dutch part) | 9
Ireland | 193
Latvia | 34
Faroe Islands | 11
Niue | 15
Gabon | 326
Thailand | 500
Grenada | 23
Benin | 51
Korea, Democratic People's Republic of | 56
Armenia | 21
Czechia | 141
British Indian Ocean Territory | 16
India | 1486
Burkina Faso | 274
Maldives | 133
Côte d'Ivoire | 265
Croatia | 112
Tuvalu | 16
United Arab Emirates | 158
Equatorial Guinea | 61
Uruguay | 163
Tonga | 69
Suriname | 159
Bulgaria | 110
Central African Republic | 241
Togo | 23
Saint Vincent and the Grenadines | 46
Slovenia | 32
Tunisia | 105
Haiti | 56
Mayotte | 13
Slovakia | 75
Mozambique | 409
Somalia | 226
Micronesia, Federated States of | 64
Guinea | 121
Norway | 603
France | 1382
Tajikistan | 43
Spain | 612
Yemen | 186
Papua New Guinea | 4134
United States Minor Outlying Islands | 27
Congo | 285
Pakistan | 729
Denmark | 176
Colombia | 1743
Lesotho | 177
Cambodia | 124
Chile | 613
South Africa | 972
Djibouti | 44
French Polynesia | 535
Guam | 26
Saint Pierre and Miquelon | 25
Vanuatu | 327
Dominican Republic | 151
Luxembourg | 9
Belgium | 72
Japan | 1014
Bhutan | 46
Turkmenistan | 54
Morocco | 260
Georgia | 35
Oman | 201
Norfolk Island | 10
Saint Lucia | 18
Turkey | 704
Cook Islands | 98
Eritrea | 48
Taiwan, Province of China | 221
Bangladesh | 180
Ghana | 41
Romania | 185
Singapore | 44
Panama | 406
Seychelles | 62
Mauritania | 199
Niger | 60
Russian Federation | 2247
Nepal | 441
Zambia | 222
Portugal | 285
Kazakhstan | 284
Anguilla | 14
Bonaire, Sint Eustatius and Saba | 33
Costa Rica | 313
Moldova, Republic of | 24
Paraguay | 162

Top 5 Aeropuertos con Mayor Número de Pasajeros
-----------------------------------------------
San Pedro Airport | 172
Santa Maria Airport | 114
San Fernando Airport | 93
Newcastle Airport | 72
Santa Ana Airport | 70

Conteo de Vuelos por Estado de Vuelo
------------------------------------
Delayed | 32523
Cancelled | 32657
On Time | 32558

Top 5 de los Países Más Visitados
---------------------------------
United States | 22186
Australia | 6453
Canada | 5489
Papua New Guinea | 4134
Brazil | 3672

Top 5 de los Continentes Más Visitados
--------------------------------------
NAM | 32298
AS | 18741
OC | 14025
EU | 12416
AF | 11199

Top 5 de Edades Divididas por Género que Más Viajan
---------------------------------------------------
Female | 39 | 618
Male | 89 | 611
Male | 46 | 606
Male | 24 | 596
Male | 29 | 594

Conteo de Vuelos por Mes y Año
------------------------------
05-2022 | 8422
11-2022 | 8085
02-2022 | 7598
12-2022 | 7992
07-2022 | 8506
10-2022 | 8538
01-2022 | 8473
03-2022 | 8537
04-2022 | 7866
06-2022 | 8140
08-2022 | 8485
09-2022 | 8190
